,File,bodyLength,bscr,dse,dsr,entropy,ext,hasHttp,hasHttps,has_ip,numDigits,numImages,numLinks,numParams,numTitles,num_%20,num_@,sbr,scriptLength,specialChars,sscr,urlIsLive,urlLength
88,Defacement,0,0.0,0,0,-4.501397825434102,html?action=news&id=61,True,False,0,8,0,0,1,0,0,0,0.0,0,0,0.0,False,46
89,Defacement,9837,0.3294703669818034,0,0,-4.72877739943295,html?vsig16_0=29,True,False,0,5,2,52,0,11,0,0,0.4638609332113449,4563,3241,1.4078987966676952,False,64
90,Defacement,3301,0.34716752499242653,0,0,-4.510371415666084,php?option=com_content&view=frontpage&Itemid=1&limitstart=40,True,False,0,3,0,0,3,0,0,0,1.0,3301,1146,2.880453752181501,False,93
91,Defacement,19644,0.27306047648136833,0,0,-4.390979985045005,asp?idcategory=10,True,False,0,2,2,48,0,4,0,0,0.9236408063530849,18144,5364,3.38255033557047,False,93
92,Defacement,91,0.18681318681318682,0,0,-4.242873789353384,html,True,False,0,0,0,0,0,1,0,0,0.0,0,17,0.0,False,54
93,Defacement,71,0.19718309859154928,0,0,-4.822179345516668,php?view=category&catid=24&option=com_joomgallery&Itemid=71,True,False,0,4,0,0,3,1,0,0,0.0,0,14,0.0,False,88
94,Defacement,0,0.0,0,0,-4.812211370769832,php?option=com_phocagallery&view=detail&catid=18:121117charlety&id=452:20121117153729&tmpl=component&Itemid=108,True,False,0,28,0,1,5,0,0,0,0.0,0,0,0.0,False,136
95,Defacement,0,0.0,0,0,-4.608183147948837,php?option=com_content&view=category&id=12&Itemid=17,True,False,0,4,0,0,3,0,0,0,0.0,0,0,0.0,False,88
96,Defacement,0,0.0,0,0,-4.194374031431127,html,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,55
97,Defacement,0,0.0,0,0,-4.428850414374114,au,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,74
98,Defacement,313,0.19488817891373802,0,0,-3.999861811516424,com,True,False,0,0,0,1,0,1,0,0,0.0,0,61,0.0,False,37
99,Defacement,12586,0.22938185285237567,0,0,-4.410740113792765,html,True,False,0,0,24,127,0,34,0,0,0.49284919752105516,6203,2887,2.14859715968133,False,55
100,Defacement,49028,0.27724973484539445,0,0,-4.272901559179402,html,True,False,0,6,1,61,0,11,0,0,0.24127029452557722,11829,13593,0.87022732288678,False,49
101,Defacement,88849,0.23896723654740065,0,0,-4.8937951124540175,php?option=com_mailto&tmpl=component&link=db78cad02c94d4ed3a5e24ca07f32d13b036a607,True,False,0,23,60,88,2,23,0,0,0.35170907944940294,31249,21232,1.4717878673700076,False,116
102,Defacement,0,0.0,0,0,-4.638647393187661,php?option=com_content&view=article&catid=1&id=1284&Itemid=616,True,False,0,8,0,0,4,0,0,0,0.0,0,0,0.0,False,88
103,Defacement,3967,0.27577514494580285,0,0,-4.684963018075976,php?option=com_content&view=article&id=63:cabo-de-solda&catid=34&Itemid=29,True,False,0,6,17,25,4,6,0,0,0.7015376859087472,2783,1094,2.543875685557587,False,105
104,Defacement,6189,0.2291161738568428,0,0,-4.850326516976539,php?option=com_morfeoshow&task=view&gallery=84&Itemid=52,True,False,0,4,5,17,3,6,0,0,0.433349491032477,2682,1418,1.8913963328631875,False,89
105,Defacement,62889,0.25354195487287123,0,0,-4.09888844649457,html,True,False,0,0,1,1,0,2,0,0,0.08530903655647251,5365,15945,0.33646911257447476,False,53
106,Defacement,183,0.18579234972677597,0,0,-4.657530630661555,php?option=com_content&view=category&layout=blog&id=29&Itemid=28,True,False,0,4,0,0,4,1,0,0,0.0,0,34,0.0,False,103
107,Defacement,14029,0.30543873405089456,0,0,-4.617125533806162,gr,True,False,0,4,0,19,3,2,0,0,0.48613586142989523,6820,4285,1.5915985997666278,False,89
108,Defacement,33,0.12121212121212122,0,0,-4.75580362478604,php?view=article&catid=35:demo-category&id=243:mello-feijao-alves-e-clezar-lutam-por-vaga-nas-4os-de-final&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=88,True,False,0,9,0,0,8,1,0,0,0.0,0,4,0.0,False,209
109,Defacement,15985,0.26349702846418516,0,0,-4.740944341120136,php?option=com_content&view=category&id=57&Itemid=79,True,False,0,4,9,23,3,15,0,0,0.8721926806380982,13942,4212,3.3100664767331436,False,96
110,Defacement,10405,0.3055261893320519,0,0,-4.193251963803171,html,True,False,0,0,4,10,0,0,0,0,0.9518500720807305,9904,3179,3.1154451085246935,False,43
111,Defacement,0,0.0,0,0,-4.562105735700395,php?option=com_content&view=article&id=5&Itemid=5,True,False,0,2,0,2,3,2,0,0,0.0,0,0,0.0,False,89
112,Defacement,0,0.0,0,0,-4.798702074774703,listevents&year=2013&month=01&day=13&Itemid=32,True,False,0,10,0,0,5,0,0,0,0.0,0,0,0.0,False,115
113,Defacement,0,0.0,0,0,-4.686002815697005,php?option=com_content&view=category&layout=blog&id=42&Itemid=55,True,False,0,4,0,0,4,1,0,0,0.0,0,0,0.0,False,102
114,Defacement,0,0.0,0,0,-4.500140077369539,php?option=com_content&view=article&id=54&Itemid=54,True,False,0,4,0,0,3,0,0,0,0.0,0,0,0.0,False,92
115,Defacement,0,0.0,0,0,-4.583599324645799,php?option=com_content&view=article&id=100&Itemid=175,True,False,0,6,0,0,3,0,0,0,0.0,0,0,0.0,False,98
116,Defacement,33079,0.20898455213277306,0,0,-4.523275936669447,php?option=com_content&view=article&id=34&Itemid=39,True,False,0,4,122,136,3,6,0,0,0.2626439735179419,8688,6913,1.2567626211485607,False,85
117,Defacement,0,0.0,0,0,-4.3579623127827265,com,True,False,0,2,0,0,0,0,0,0,0.0,0,0,0.0,False,60
118,Defacement,71,0.19718309859154928,0,0,-4.221467880199448,com,True,False,0,0,0,0,0,1,0,0,0.0,0,14,0.0,False,50
119,Defacement,228,0.14912280701754385,0,0,-4.618392902994432,php?option=com_content&view=article&id=49:ueber-die-liebe&catid=6:allgemeines&Itemid=5,True,False,0,4,0,0,4,1,0,0,0.0,0,34,0.0,False,119
120,Defacement,14998,0.26743565808774505,0,0,-4.348605762129335,php?letra=U,True,False,0,0,3,23,0,3,0,0,0.5821442859047873,8731,4011,2.176763899276988,False,49
121,Defacement,23190,0.2363087537731781,0,0,-4.3428690201550255,html,True,False,0,2,1,48,0,4,0,0,0.27960327727468737,6484,5480,1.1832116788321168,False,63
122,Defacement,3301,0.34716752499242653,0,0,-4.510371415666084,php?option=com_content&view=frontpage&Itemid=1&limitstart=30,True,False,0,3,0,0,3,0,0,0,1.0,3301,1146,2.880453752181501,False,93
123,Defacement,7887,0.197540256117662,0,0,-4.69038692657709,php?option=com_contact&view=category&catid=39&Itemid=126,True,False,0,5,76,127,3,42,0,0,0.15443134271586154,1218,1558,0.7817715019255456,False,79
124,Defacement,0,0.0,0,0,-4.813767282970569,php?option=com_content&view=article&id=462:londoni-utazas&catid=38:hirek&Itemid=190,True,False,0,8,0,0,4,0,0,0,0.0,0,0,0.0,False,123
125,Defacement,129,0.21705426356589147,0,0,-3.8009190982438597,htm,True,False,0,0,0,0,0,1,0,0,0.0,0,28,0.0,False,36
126,Defacement,3696,0.26406926406926406,0,0,-4.677088117009165,php?view=article&id=56:billeder-fra-ruten&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=69,True,False,0,5,0,8,7,5,0,0,0.5744047619047619,2123,976,2.175204918032787,False,145
127,Defacement,7118,0.18432143860635009,0,0,-4.431935704717849,php?option=com_content&view=article&id=113&Itemid=133,True,False,0,6,6,21,3,4,0,0,0.013486934532171958,96,1312,0.07317073170731707,False,88
128,Defacement,0,0.0,0,0,-4.100816878908575,html,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,37
129,Defacement,27528,0.27786253995931415,0,0,-4.426344110917312,html,True,False,0,8,37,77,0,22,0,0,0.5986268526591108,16479,7649,2.154399267878154,False,143
130,Defacement,236,0.1483050847457627,0,0,-4.609481094181215,html?tmpl=component&print=1&layout=default&page=,True,False,0,3,0,0,3,1,0,0,0.0,0,35,0.0,False,101
131,Defacement,33,0.12121212121212122,0,0,-4.643784023781502,php?option=com_content&view=article&id=49&Itemid=37&font_size=largefonts,True,False,0,4,0,0,4,1,0,0,0.0,0,4,0.0,False,108
132,Defacement,0,0.0,0,0,-4.306586467869525,nl,True,False,0,2,0,0,0,0,0,0,0.0,0,0,0.0,False,65
133,Defacement,3700,0.2472972972972973,0,0,-4.545798957105498,php?option=com_content&view=article&id=51&Itemid=29&lang=en,True,False,0,4,9,29,4,0,0,0,0.7764864864864864,2873,915,3.1398907103825136,False,87
134,Defacement,610,0.23442622950819672,0,0,-4.492823998238636,php?option=com_virtuemart&Itemid=53,True,False,0,2,0,1,1,1,0,0,0.8737704918032787,533,143,3.727272727272727,False,66
135,Defacement,0,0.0,0,0,-4.501559261982787,php?option=com_forme&Itemid=75,True,False,0,2,0,0,1,0,0,0,0.0,0,0,0.0,False,59
136,Defacement,25061,0.24204939946530465,0,0,-4.626101848864731,php?view=article&id=19:links&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=35&lang=de,True,False,0,5,26,61,8,33,0,0,0.7057180479629703,17686,6066,2.915595120342895,False,135
137,Defacement,6907,0.26639640943969883,0,0,-4.6289917697272775,php?option=com_content&view=article&id=90:bebidas&catid=44:bebidas&Itemid=86&lang=pt,True,False,0,6,4,22,5,7,0,0,0.7392500361951643,5106,1840,2.775,False,115
138,Defacement,610,0.23442622950819672,0,0,-4.089781950065051,txt,True,False,0,0,0,1,0,1,0,0,0.8737704918032787,533,143,3.727272727272727,False,39
139,Defacement,92,0.1956521739130435,0,0,-4.003259028248121,html,True,False,0,0,0,0,0,1,0,0,0.0,0,18,0.0,False,37
140,Defacement,39797,0.2984898359172802,0,0,-4.3965490707075485,html,True,False,0,0,3,52,0,12,0,0,0.8259919089378597,32872,11879,2.767236299351797,False,90
141,Defacement,117,0.19658119658119658,0,0,-4.291336200083621,si,True,False,0,3,0,0,0,1,0,0,0.0,0,23,0.0,False,53
142,Defacement,3382,0.21555292726197517,0,0,-4.6387616012669035,php?option=com_content&view=article&id=11&Itemid=20,True,False,0,4,4,12,3,6,0,0,0.35511531638083976,1201,729,1.6474622770919067,False,85
143,Defacement,0,0.0,0,0,-4.686843025883154,php?option=com_content&view=article&id=45&Itemid=61,True,False,0,4,0,0,3,0,0,0,0.0,0,0,0.0,False,91
144,Defacement,0,0.0,0,0,-3.6659573209491745,com,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,40
145,Defacement,340,0.17941176470588235,0,0,-4.642543192327018,php?option=com_phocagallery&view=detail&catid=84:antecedents&id=3057:ettenheim&tmpl=component&Itemid=2,True,False,0,7,0,1,5,1,0,0,0.0,0,61,0.0,False,130
146,Defacement,8413,0.28610483775109946,0,0,-3.998652546878167,html,True,False,0,0,12,45,0,7,0,0,0.7839058599786045,6595,2407,2.7399252181138345,False,34
147,Defacement,639,0.19248826291079812,0,0,-4.195084951819779,php,True,False,0,0,3,4,0,4,0,0,0.001564945226917058,1,123,0.008130081300813009,False,50
148,Defacement,0,0.0,0,0,-4.228332391152977,html,True,False,0,2,0,0,0,0,0,0,0.0,0,0,0.0,False,51
149,Defacement,0,0.0,0,0,-4.304348140904806,html,True,False,0,3,0,0,0,0,0,0,0.0,0,0,0.0,False,103
150,Defacement,0,0.0,0,0,-4.7389017570929965,listevents&year=2013&month=01&day=06&Itemid=56,True,False,0,10,0,0,5,0,0,0,0.0,0,0,0.0,False,110
151,Defacement,13335,0.27214098237720286,0,0,-4.1733739877037905,nl,True,False,0,2,2,16,0,4,0,0,0.5510311211098613,7348,3629,2.024800220446404,False,43
152,Defacement,501,0.15568862275449102,0,0,-4.610176865750094,de,True,False,0,11,0,1,0,1,0,0,0.0,0,78,0.0,False,118
153,Defacement,0,0.0,0,0,-4.444139978998984,gif\\\,True,False,0,6,0,0,0,0,0,0,0.0,0,0,0.0,False,144
154,Defacement,540,0.2740740740740741,0,0,-4.213333790538918,html,True,False,0,0,0,3,0,1,0,0,0.14814814814814814,80,148,0.5405405405405406,False,69
155,Defacement,185,0.25405405405405407,0,0,-4.649285842766752,php?option=com_content&view=article&id=46&Itemid=53,True,False,0,4,0,0,3,1,0,0,0.0,0,47,0.0,False,81
156,Defacement,0,0.0,0,0,-4.043801694853791,com,True,False,0,0,0,0,0,0,0,0,0.0,0,0,0.0,False,33
157,Defacement,0,0.0,0,0,-4.667466976036875,php?option=com_content&view=article&id=99:trad&catid=1&Itemid=45&lang=ru,True,False,0,5,0,0,5,0,0,0,0.0,0,0,0.0,False,100
