,entropy,numDigits,urlLength,numParams,hasHttp,hasHttps,ext,dsr,dse,num_%20,num_@,has_ip,File
115,-3.931402036461159,0,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
116,-4.091714511860526,0,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
117,-4.039044594608707,1,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
118,-4.07842049923691,0,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
119,-4.084832957728632,0,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
120,-4.456205580311692,9,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
121,-4.502782245158985,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
122,-4.517246396426594,9,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
123,-4.411259690868722,5,83,0,True,False,cox,0,0,0,0,0,Benign_list_big_final
124,-4.370454607158927,2,83,0,True,False,cox?campcode=landing_contour_landing_learn1_3,0,0,0,0,0,Benign_list_big_final
125,-4.186929915385211,5,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
126,-4.217596631577793,7,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
127,-4.493965378702851,8,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
128,-4.39777275738964,7,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
129,-4.547946172410245,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
130,-4.699768753458959,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
131,-4.481260753251126,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
132,-4.477482661181759,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
133,-4.507452312181932,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
134,-4.575038341994424,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
135,-4.60305554632325,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
136,-4.487780889763365,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
137,-4.5189867989896655,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
138,-4.528081829136214,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
139,-4.368780324177993,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
140,-4.550437812115311,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
141,-4.439588118679028,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
142,-4.43049308853248,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
143,-4.43049308853248,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
144,-4.3973016728437635,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
145,-4.406396702990311,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
146,-4.4213980583859325,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
147,-4.454589474074649,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
148,-4.3973016728437635,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
149,-4.43049308853248,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
150,-4.3973016728437635,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
151,-4.323128694075344,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
152,-4.347225079617513,8,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
153,-4.546970943527423,9,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
154,-4.29408477068137,3,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
155,-4.472603054997834,4,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
156,-4.343725151238556,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
157,-4.200105625382811,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
158,-4.220702082546024,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
159,-4.586346848155625,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
160,-4.600649149453131,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
161,-4.429063909450887,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
162,-4.550663792761841,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
163,-4.50597095005646,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
164,-4.55564508326627,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
165,-4.541879986096775,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
166,-4.613631938595268,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
167,-4.583123094561376,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
168,-4.471771245693855,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
169,-4.49816436117992,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
170,-4.4868889148097875,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
171,-4.605352276267145,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
172,-4.354285102025022,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
173,-4.402703853755892,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
174,-4.15406616466353,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
175,-4.7587143961852245,4,83,6,True,False,js?q=Hardware%20restriction&t=A&l=wt-wt&p=1&s=0&dl=en&ct=CA,0,0,1,0,0,Benign_list_big_final
176,-4.729914883829043,9,83,0,True,False,aspx?qry=cakes_bakery13042015-1,0,0,0,0,0,Benign_list_big_final
177,-4.739009913975591,9,83,0,True,False,aspx?qry=cakes_bakery13042015-2,0,0,0,0,0,Benign_list_big_final
178,-4.739009913975591,9,83,0,True,False,aspx?qry=cakes_bakery13042015-3,0,0,0,0,0,Benign_list_big_final
179,-4.739009913975591,9,83,0,True,False,aspx?qry=cakes_bakery13042015-4,0,0,0,0,0,Benign_list_big_final
180,-4.691128366372734,7,83,0,True,False,aspx?qry=tiffins_snacks020315-3,0,0,0,0,0,Benign_list_big_final
181,-4.169522163119472,0,83,0,True,False,do,0,0,0,0,0,Benign_list_big_final
182,-4.4002643970947055,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
183,-4.560736040696916,9,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
184,-4.4779537457276355,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
185,-4.466090901091315,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
186,-4.488791167342961,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
187,-4.528081829136213,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
188,-4.363765973882497,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
189,-4.499056336133497,9,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
190,-4.514057691529119,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
191,-4.545346854684663,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
192,-4.504962661382572,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
193,-4.502556264512453,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
194,-4.538154077071288,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
195,-4.481144439530815,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
196,-4.4214833012208805,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
197,-4.461751180802661,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
198,-4.608540981164621,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
199,-4.597653365411121,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
200,-4.4295680537878335,3,83,0,True,False,1,0,0,0,0,0,Benign_list_big_final
201,-4.178027806094127,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
202,-4.2837865420997625,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
203,-4.229216361220476,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
204,-4.323388427374498,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
205,-4.419186571276984,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
206,-4.187907133173738,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
207,-4.162051221815686,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
208,-4.305897421179515,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
209,-4.24091269799831,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
210,-4.2278948601594,3,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
211,-4.210995230042016,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
212,-4.1527282221169,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
213,-4.01825521659003,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
214,-4.111333751235213,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
215,-4.2901137577565365,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
216,-4.1461994499048656,1,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
217,-4.427127904265095,11,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
218,-4.237807247030078,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
219,-4.096085424111558,3,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
220,-4.1819155650897155,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
221,-4.258907848530237,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
222,-4.329715643031271,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
223,-4.33760747474276,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
224,-4.387785752289514,6,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
225,-4.377682433469077,4,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
226,-4.4537741062562235,8,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
227,-4.366373927307876,4,83,0,True,False,js,0,0,0,0,0,Benign_list_big_final
228,-4.505466805719516,10,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
229,-4.713743389789432,11,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
230,-4.699441088491925,11,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
231,-4.706129721768354,19,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
232,-4.520013518054815,14,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
233,-4.645165512788605,13,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
234,-4.621556830097827,13,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
235,-4.660847491891079,15,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
236,-4.814798998981052,12,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
237,-5.075156113130895,15,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
238,-4.911688685486673,17,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
239,-4.504120187705617,7,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
240,-4.449238783344849,10,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
241,-4.680551974100715,11,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
242,-4.723537474034094,11,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
243,-4.5674577337644156,15,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
244,-4.7240416183710385,18,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
245,-4.4487346390079034,7,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
246,-4.5430831845318345,7,83,0,True,False,html,0,0,0,0,0,Benign_list_big_final
247,-4.712036047017428,16,83,0,True,False,torrent,0,0,0,0,0,Benign_list_big_final
248,-4.444712135900744,10,83,0,True,False,torrent,0,0,0,0,0,Benign_list_big_final
249,-4.511877275305534,10,83,0,True,False,torrent,0,0,0,0,0,Benign_list_big_final
250,-4.215056786640258,0,83,0,True,False,br,0,0,0,0,0,Benign_list_big_final
251,-4.689335780765781,21,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
252,-4.670919739826154,25,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
253,-4.696445304449913,7,83,0,True,False,html?mode=recent,0,0,0,0,0,Benign_list_big_final
254,-4.609240035262736,9,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
255,-4.425285817381521,8,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
256,-4.52074632480555,8,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
257,-4.5207463248055495,8,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
258,-4.47107219159574,8,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
259,-4.582340786534019,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
260,-4.577477798655609,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
261,-4.446276751955458,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
262,-4.746934805478147,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
263,-4.429988944195535,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
264,-4.4060273027649375,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
265,-4.685533264605142,12,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
266,-4.596450166976062,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
267,-4.5740631131116025,13,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
268,-4.595558192022484,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
269,-4.561047264178399,12,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
270,-4.55975882290839,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
271,-4.608961871572323,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
272,-4.582652010015501,12,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
273,-4.642657431597983,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
274,-4.484088040528945,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
275,-4.662050690326138,10,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
276,-4.346198360552363,2,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
277,-4.207999446000007,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
278,-4.320867705689773,4,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
279,-4.286925052859062,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
280,-4.34029203530329,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
281,-4.196723999629873,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
282,-4.163725504796621,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
283,-4.245076631778606,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
284,-4.272201861153853,0,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
285,-4.168108732661883,0,83,0,True,False,js,0,0,0,0,0,Benign_list_big_final
286,-4.290617902093482,0,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
287,-4.601852347888189,11,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
288,-4.605041052785666,11,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
289,-4.5674577337644156,10,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
290,-4.310011160821636,10,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
291,-4.423694788329828,8,83,0,True,False,net,0,0,0,0,0,Benign_list_big_final
292,-4.281923464134687,8,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
293,-4.578504517720758,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
294,-4.479855998260807,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
295,-4.482851782302818,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
296,-4.534932312382743,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
297,-4.484752045930286,8,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
298,-4.472974444128913,7,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
299,-4.483163005784299,0,83,0,True,False,htm?src=tab-banner,0,0,0,0,0,Benign_list_big_final
300,-4.237217859858185,0,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
301,-4.294194437607588,0,83,0,True,False,htm,0,0,0,0,0,Benign_list_big_final
302,-4.637340493520804,11,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
303,-4.729022908875464,11,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
304,-4.662640077498031,11,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
305,-4.662640077498031,11,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
306,-4.739321137457071,11,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
307,-4.406170722343779,1,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
308,-4.125721295367669,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
309,-4.099917567053497,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
310,-4.113126336842166,0,83,0,True,False,com,0,0,0,0,0,Benign_list_big_final
