,entropy,numDigits,urlLength,numParams,hasHttp,hasHttps,urlIsLive,bodyLength,numTitles,numImages,numLinks,scriptLength,specialChars,ext,dsr,dse,sscr,sbr,bscr,num_%20,num_@,has_ip,File
69,-4.804275581849905,102,246,1,True,False,False,0,0,0,0,0,0,php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43659973b4d4689abc776cf920310cb27c159973b4d4689abc776cf920310cb27c15,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
70,-4.8954502974699325,77,246,1,True,False,False,3760,1,1,13,3153,1009,php?cmd=_login-run&amp;dispatchx85d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc18e922d49fe7535b5ac9d9a53ee2215718e922d49fe7535b5ac9d9a53ee22157,0,0,3.1248761149653124,0.8385638297872341,0.26835106382978724,0,0,0,phishing_dataset
71,-4.970181637707128,83,246,1,True,False,False,3760,1,1,13,3153,1009,htm?cmd=_processing&dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365c5eb4b823eb6251205732c141f2269d3c5eb4b823eb6251205732c141f2269d3,0,0,3.1248761149653124,0.8385638297872341,0.26835106382978724,0,0,0,phishing_dataset
72,-4.673453406599406,5,246,13,True,False,False,2619,9,7,114,641,598,html?bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;pUserId=&amp;ru=&amp;runame=&amp;siteid=0&amp;UsingSSL,4539,573,1.0719063545150502,0.24474990454371898,0.22833142420771288,0,0,0,phishing_dataset
73,-4.958704482234189,91,245,2,True,False,False,0,0,0,0,0,0,php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5f469a4ea6b748ab07f305ac08a7316c3f469a4ea6b748ab07f305ac08a7316c3,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
74,-4.923649325968101,92,245,2,True,False,False,0,0,0,0,0,0,php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
75,-5.263837865593123,76,245,5,True,False,False,0,0,0,0,0,0,html,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
76,-4.949789906699787,74,245,1,True,False,False,0,0,0,0,0,0,php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658cc46c6c20c4a50ff5f75d41c5efee728cc46c6c20c4a50ff5f75d41c5efee72,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
77,-4.213476171656385,83,244,0,True,False,False,0,0,0,0,0,0,mx,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
78,-4.784143240149482,6,244,0,True,False,False,33,1,0,0,0,6,customer-online,0,0,0.0,0.0,0.18181818181818182,0,0,0,phishing_dataset
79,-4.951484857144438,83,244,1,True,False,False,3760,1,1,13,3153,1009,htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365e326f75a36485b741d9a2362942fdd8ce326f75a36485b741d9a2362942fdd8c,0,0,3.1248761149653124,0.8385638297872341,0.26835106382978724,0,0,0,phishing_dataset
80,-5.437791912068298,9,244,11,True,True,False,1046,0,0,1,484,258,ge,0,0,1.875968992248062,0.4627151051625239,0.24665391969407266,0,0,0,phishing_dataset
81,-4.770738965196435,97,244,1,True,False,False,0,0,0,0,0,0,php?cmd=_processing&dispatchX85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365635c603a545cb855a09b218ea45bfdd5635c603a545cb855a09b218ea45bfdd5,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
82,-4.798329114931828,97,244,1,True,False,False,0,0,0,0,0,0,php?dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436590e26adf05e00d99957b5a203a246b1e90e26adf05e00d99957b5a203a246b1e&cmd=_processing,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
83,-4.800144742246094,98,244,1,True,False,False,0,0,0,0,0,0,php?dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655a4e1972cc55b7922a2ee7a74b58e8895a4e1972cc55b7922a2ee7a74b58e889&cmd=_processing,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
84,-4.799759436490416,100,244,1,True,False,False,0,0,0,0,0,0,php?dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365bc10d2c955f29d09f95c3b1a32617431bc10d2c955f29d09f95c3b1a32617431&cmd=_processing,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
85,-4.788964419698021,100,244,1,True,False,False,0,0,0,0,0,0,php?dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43659973b4d4689abc776cf920310cb27c159973b4d4689abc776cf920310cb27c15&cmd=_processing,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
86,-5.058597006357348,28,244,0,True,False,False,0,0,0,0,0,0,it,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
87,-5.086141517747871,40,244,0,True,False,False,0,0,0,0,0,0,it,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
88,-5.064856212505724,33,244,0,True,False,False,0,0,0,0,0,0,it,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
89,-5.153453172670493,43,244,0,True,False,False,1759,0,0,1,1588,578,html,8418,346,2.7474048442906573,0.9027856736782263,0.328595793064241,0,0,0,phishing_dataset
90,-4.926876919019941,90,243,2,True,False,False,0,0,0,0,0,0,php?cmd=_login-run&dispatchx85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e575c479b41b6158af0f584e8ac5b87a4c75c479b41b6158af0f584e8ac5b87a4c,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
91,-4.794505730978364,98,243,1,True,False,False,0,0,0,0,0,0,html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcf0d778878417ad5e76ac7d55b5d95db0f0d778878417ad5e76ac7d55b5d95db0,0,0,0.0,0.0,0.0,0,0,0,phishing_dataset
